Subject_Initials,Session_Number,Counterbalance_Order,Mouse/Touchscreen,Task,Run,Trial,Attempted_Trial,Number_of_Fixations,Fixation_1,Fixation_2,Fixation_3,Condition_Number,Horizontal/Vertical_Saccade,Saccade_Directions,Spatiotopic_Zone,Retinotopic_Zone,Correct_X,Correct_Y,Response_X,Response_Y,Error_X,Error_Y,Error_Dist,RT,True_Eccentricity,Measured_Eccentricity,PPD,initTrial,initCue,initFix1,initFixing1,initFix2,initFixing2,initFix3,initFixing3,initResp,sacLat1,sacLat2,sacLat3,errorCut_big_error_lag,initMask,saccade_condition
cp,4,1,M,S,1,13,15,2,2,4,0,2,1,4,5,8,668.6,526.3,649.74,546.82,-18.8552,20.5177,27.8657,1.3732,134.4502,134.0714,21.27,102.69970000000001,103.4327,103.6327,103.6384,104.1324,104.3353,NA,NA,105.1988,0.0056,0.2028,NA,0,NA,1
cp,4,1,M,S,1,14,16,3,2,1,2,5,2,12,5,5,628.08,485.79,598.11,503.13,-29.9711,17.3432,34.6274,0.7886,176.5828,145.5506,21.27,109.8974,110.5636,110.7635,110.7694,111.2635,111.4703,112.3132,112.5705,113.4296,0.0057,0.2066,0.2571,0,NA,2 return
cp,4,1,M,S,1,15,17,1,2,0,0,1,0,0,5,5,623.32,507.23,594.64,518.18,-28.6737,10.9459,30.6919,1.1375,156.7116,130.9249,21.27,117.5615,118.2779,118.4777,118.4836,NA,NA,NA,NA,118.9943,0.0058,NA,NA,0,NA,0
cp,4,1,M,S,1,16,18,1,1,0,0,1,0,0,5,5,609.02,542.98,609.96,543.49,0.9375,0.5117,1.0681,1.0801,170.1396,171.0531,21.27,123.4594,124.1425,124.3424,124.3507,NA,NA,NA,NA,124.8591,0.008,NA,NA,0,NA,0
cp,4,1,M,S,1,17,19,3,1,2,1,5,2,21,5,5,609.02,512,606.14,539.88,-2.8828,27.875,28.0237,1.3315,144.1692,166.0101,21.27,129.2908,129.9739,130.1738,130.1834,130.6738,131.0691,131.9236,132.1495,133.0229,0.0095,0.3952,0.2257,0,NA,2 return
cp,4,1,M,S,1,18,20,2,1,2,0,3,2,2,5,6,661.45,490.55,652.33,465.02,-9.1199,-25.5285,27.1086,1.9827,194.7337,207.7858,21.27,137.7047,138.3878,138.5879,138.5935,139.0877,139.3587,NA,NA,140.2207,0.0055,0.2709,NA,0,NA,1
cp,4,1,M,S,1,19,21,3,2,4,2,5,1,43,5,5,673.36,495.32,682.38,505.04,9.0153,9.7209,13.2579,1.0208,200.137,200.8576,21.27,145.5521,146.2354,146.4351,146.4432,146.9351,147.1455,147.9846,148.2527,149.1177,0.0079,0.2102,0.268,0,NA,2 return
cp,4,1,M,S,1,20,22,2,2,4,0,2,1,4,5,8,606.64,538.21,583.55,570.68,-23.0856,32.4693,39.8397,1.246,174.6151,182.0403,21.27,153.483,154.1493,154.3494,154.3558,154.8492,155.0645,NA,NA,155.9322,0.0063,0.2151,NA,0,NA,1
cp,4,1,M,S,1,21,23,1,1,0,0,1,0,0,5,5,659.06,519.15,663.78,506.34,4.7163,-12.8134,13.6538,1.5065,183.1318,178.4313,21.27,160.5139,161.1969,161.3971,161.4031,NA,NA,NA,NA,161.9136,0.0059,NA,NA,0,NA,0
cp,4,1,M,S,1,22,24,1,4,0,0,1,0,0,5,5,618.55,502.47,628,536.83,9.448,34.3645,35.6396,1.8665,186.4985,157.4963,21.27,166.7786,167.4951,167.6948,167.7028,NA,NA,NA,NA,168.2116,0.0077,NA,NA,0,NA,0
cp,4,1,M,S,1,23,25,3,3,4,2,4,3,23,5,3,637.62,497.7,662.19,493.71,24.5706,-3.9904,24.8925,1.1362,173.2293,193.0425,21.27,173.4431,174.1428,174.3426,174.3488,174.8427,175.0752,175.9256,176.2792,177.1418,0.006,0.2324,0.3535,0,NA,2
cp,4,1,M,S,1,24,26,3,3,1,2,4,3,32,5,3,644.77,509.62,677.13,470.14,32.3627,-39.4763,51.0462,0.9111,169.4653,220.2801,21.27,181.6404,182.3235,182.5232,182.5323,183.023,183.2288,184.0728,184.4838,185.3558,0.0088,0.2057,0.4109,0,NA,2
cp,4,1,M,S,1,25,27,2,1,2,0,3,2,2,5,6,656.68,521.53,648.91,480.48,-7.7677,-41.0559,41.7843,1.0284,170.4677,193.6563,21.27,189.6377,190.3207,190.5208,190.5265,191.0205,191.4342,NA,NA,192.3201,0.0056,0.4136,NA,0,NA,1
cp,4,1,M,S,1,26,28,3,1,3,1,5,1,43,5,5,606.64,528.68,605.83,539.02,-0.8044,10.3416,10.3729,1.3057,156.655,165.1197,21.27,196.7186,197.4352,197.6351,197.6409,198.1351,198.4961,199.3512,199.565,200.434,0.0057,0.3608,0.2137,0,NA,2 return
cp,4,1,M,S,1,27,29,2,2,1,0,3,2,1,5,4,647.15,476.25,606.26,484.39,-40.8876,8.1334,41.6887,1.4773,147.3362,121.097,21.27,205.1158,205.7991,205.9991,206.0049,206.4989,206.7159,NA,NA,207.5818,0.0056,0.2168,NA,0,NA,1
cp,4,1,M,S,1,28,30,2,3,1,0,2,1,3,5,2,611.4,514.38,635.74,505.88,24.3396,-8.5003,25.7812,1.2523,147.5011,157.0709,21.27,212.4301,213.1632,213.3632,213.3691,213.8633,214.0671,NA,NA,214.9294,0.0058,0.2037,NA,0,NA,1
cp,4,1,M,S,1,29,32,3,4,3,1,4,3,13,5,1,623.32,476.25,682.85,603.99,59.5295,127.735,140.9255,1.0613,128.0407,262.0589,21.27,223.41,224.1429,224.3429,224.3486,224.8428,225.117,225.9591,226.2516,227.1254,0.0056,0.274,0.2924,1,NA,2
cp,4,1,M,S,1,30,33,2,3,4,0,3,2,2,5,6,647.15,547.75,668.39,516.66,21.2374,-31.0866,37.6484,1.4746,135.5859,142.0283,21.27,231.5738,232.2402,232.4403,232.4464,232.9401,233.3722,NA,NA,234.2397,0.0059,0.432,NA,0,NA,1
cp,4,1,M,S,1,31,34,3,2,1,3,4,3,14,5,7,656.68,535.83,621.05,572.55,-35.6271,36.7196,51.1627,0.7821,171.8613,222.5668,21.27,239.1049,239.8211,240.021,240.0275,240.5212,240.7344,241.5873,241.7958,242.6537,0.0063,0.2131,0.2082,0,NA,2
cp,4,1,M,S,1,32,35,2,4,2,0,2,1,3,5,2,654.3,531.06,659.94,559.44,5.6427,28.3726,28.9283,1.2315,162.7503,152.5878,21.27,246.8356,247.7518,247.9518,247.9574,248.4516,248.6719,NA,NA,249.5347,0.0055,0.2202,NA,0,NA,1
cp,4,1,M,S,1,33,36,1,4,0,0,1,0,0,5,5,644.77,481.02,647.64,484.22,2.8783,3.2031,4.3064,1.1711,184.6759,180.385,21.27,254.1663,254.8995,255.0995,255.1054,NA,NA,NA,NA,255.616,0.0057,NA,NA,0,NA,0
cp,4,1,M,S,1,34,37,1,3,0,0,1,0,0,5,5,625.7,514.38,626.04,521.02,0.3377,6.6325,6.6411,0.9833,176.3988,180.6823,21.27,260.1979,260.8808,261.0808,261.0865,NA,NA,NA,NA,261.5974,0.0056,NA,NA,0,NA,0
cp,4,1,M,S,1,35,38,3,2,4,3,4,3,41,5,7,609.02,538.21,621.55,545.23,12.5313,7.0162,14.3618,0.9633,204.8721,201.2163,21.27,265.9791,266.779,266.9789,266.9846,267.4788,267.7567,268.5949,268.8544,269.7281,0.0055,0.2778,0.2594,0,NA,2
cp,4,1,M,S,1,36,39,3,4,2,4,5,1,34,5,5,640,538.21,639.3,543.48,-0.7031,5.2701,5.3168,0.9057,147.0384,144.4404,21.27,274.0931,274.7763,274.9765,274.9822,275.4761,275.694,276.5425,276.7782,277.642,0.0055,0.2178,0.2355,0,NA,2 return
cp,4,1,M,S,1,37,40,1,3,0,0,1,0,0,5,5,628.08,476.25,633.12,470.32,5.0367,-5.933,7.7826,1.2792,151.3505,143.9488,21.27,281.9574,282.6403,282.8402,282.8467,NA,NA,NA,NA,283.3569,0.0062,NA,NA,0,NA,0
cp,4,1,M,S,1,38,42,2,1,3,0,2,1,4,5,8,644.77,519.15,585.91,499.62,-58.8522,-19.5322,62.0087,1.203,166.3003,199.5055,21.27,294.0867,294.7698,294.9697,294.9756,295.4696,295.6832,NA,NA,296.5525,0.0057,0.2135,NA,0,NA,1
cp,4,1,M,S,1,39,44,2,3,4,0,3,2,2,5,6,663.83,507.23,676.9,503.29,13.0673,-3.9447,13.6497,1.1438,152.2693,148.026,21.27,305.5163,306.0162,306.2161,306.2221,306.716,307.079,NA,NA,307.9488,0.0058,0.3629,NA,0,NA,1
cp,4,1,M,S,1,40,45,2,1,3,0,2,1,4,5,8,611.4,545.36,575.75,566.83,-35.6526,21.4684,41.6173,1.3666,208.2419,248.6945,21.27,312.5138,313.2136,313.4137,313.4194,313.9136,314.127,NA,NA,314.9965,0.0056,0.2133,NA,0,NA,1
cp,4,1,M,S,2,1,1,3,2,4,2,5,1,43,5,5,611.4,521.53,617.25,533.83,5.8435,12.2996,13.6171,0.8806,138.0993,132.8762,21.27,2.0491,2.9491,3.149,3.1548,3.6488,3.8672,4.7149,4.9262,5.8148,0.0056,0.2181,0.2112,0,NA,2 return
cp,4,1,M,S,2,2,3,3,3,4,3,5,2,21,5,5,609.02,531.06,601.95,546.72,-7.0703,15.6538,17.1765,1.0084,199.9666,215.8703,21.27,13.9952,14.7618,14.9617,14.9679,15.4615,15.7983,16.6443,16.8644,17.7275,0.006,0.3367,0.2199,0,NA,2 return
cp,4,1,M,S,2,3,4,3,4,2,4,5,1,34,5,5,651.92,523.92,609.85,541.1,-42.0679,17.1821,45.4415,0.8261,147.5504,170.3788,21.27,22.0259,22.7091,22.9089,22.9182,23.4089,23.6263,24.4752,24.6743,25.5416,0.009,0.2172,0.199,0,NA,2 return
cp,4,1,M,S,2,4,5,2,1,2,0,3,2,2,5,6,611.4,533.45,608.45,519.59,-2.9573,-13.8621,14.174,1.1482,129.1132,137.7715,21.27,29.6567,30.4733,30.6732,30.6789,31.173,31.5619,NA,NA,32.4226,0.0056,0.3888,NA,0,NA,1
cp,4,1,M,S,2,5,6,1,1,0,0,1,0,0,5,5,618.55,509.62,612.39,505.64,-6.1653,-3.9763,7.3363,1.1829,148.165,141.1815,21.27,36.871,37.6542,37.8542,37.8598,NA,NA,NA,NA,38.3707,0.0055,NA,NA,0,NA,0
cp,4,1,M,S,2,6,7,2,4,3,0,3,2,1,5,4,618.55,538.21,631.84,566.37,13.2879,28.1568,31.1348,1.1004,198.1326,211.1614,21.27,42.8525,43.5688,43.7688,43.7745,44.2689,44.5212,NA,NA,45.385,0.0056,0.2522,NA,0,NA,1
cp,4,1,M,S,2,7,8,1,4,0,0,1,0,0,5,5,659.06,500.08,682.96,525.05,23.8999,24.9703,34.5647,1.3334,160.845,126.5694,21.27,49.7836,50.4333,50.6332,50.6389,NA,NA,NA,NA,51.1498,0.0056,NA,NA,0,NA,0
cp,4,1,M,S,2,8,9,2,1,3,0,2,1,4,5,8,666.21,481.02,687.62,474.59,21.4029,-6.4336,22.349,0.9228,124.0046,104.5247,21.27,55.7814,56.4645,56.6645,56.6703,57.1644,57.3823,NA,NA,58.2473,0.0056,0.2177,NA,0,NA,1
cp,4,1,M,S,2,9,10,2,2,1,0,3,2,1,5,4,609.02,502.47,601.77,493.88,-7.2539,-8.5925,11.245,1.2194,136.5991,125.3586,21.27,62.4794,63.2623,63.4623,63.4681,63.9622,64.1815,NA,NA,65.0451,0.0057,0.2192,NA,0,NA,1
cp,4,1,M,S,2,10,12,1,3,0,0,1,0,0,5,5,642.38,538.21,624.39,554.19,-17.9964,15.9732,24.0627,0.9665,182.3773,206.1312,21.27,76.2915,76.9746,77.1745,77.1802,NA,NA,NA,NA,77.691,0.0055,NA,NA,0,NA,0
cp,4,1,M,S,2,11,13,2,3,1,0,2,1,3,5,2,625.7,490.55,640.85,500.52,15.1463,9.9676,18.1319,1.2111,139.2167,157.1251,21.27,81.9728,82.6394,82.8392,82.845,83.3391,83.5461,NA,NA,84.4055,0.0056,0.2069,NA,0,NA,1
cp,4,1,M,S,2,12,14,1,2,0,0,1,0,0,5,5,604.25,495.32,609.04,491.79,4.7858,-3.5252,5.944,1.0417,155.4073,160.9177,21.27,88.9372,89.6203,89.8202,89.828,NA,NA,NA,NA,90.3369,0.0076,NA,NA,0,NA,0
cp,4,1,M,S,2,13,15,3,2,1,3,4,3,14,5,7,620.94,509.62,583.68,581.57,-37.2593,71.9495,81.0246,1.3089,176.8489,253.5926,21.27,94.7021,95.4019,95.6017,95.6076,96.1016,96.3806,97.2346,97.4522,98.3176,0.0058,0.2788,0.2174,0,NA,2
cp,4,1,M,S,2,14,16,1,4,0,0,1,0,0,5,5,675.75,521.53,695.99,534.67,20.2416,13.1355,24.1301,1.6133,133.6758,111.3055,21.27,102.9495,103.6325,103.8323,103.8414,NA,NA,NA,NA,104.349,0.0088,NA,NA,0,NA,0
cp,4,1,M,S,2,15,17,2,1,3,0,2,1,4,5,8,628.08,521.53,630.98,502.82,2.896,-18.7161,18.9388,1.1177,179.5756,164.7891,21.27,109.2973,109.9803,110.1802,110.1866,110.6801,110.8696,NA,NA,111.7298,0.0062,0.1894,NA,0,NA,1
cp,4,1,M,S,2,16,18,3,1,2,4,4,3,24,5,9,604.25,492.94,614.45,475.64,10.192,-17.2906,20.0709,1.3257,203.5014,208.3187,21.27,116.1782,116.878,117.0781,117.0837,117.5778,117.9949,118.8442,119.0334,119.8938,0.0054,0.417,0.189,0,NA,2
cp,4,1,M,S,2,17,19,1,1,0,0,1,0,0,5,5,618.55,481.02,611.91,495.47,-6.6379,14.4492,15.901,0.9459,127.5073,133.1035,21.27,124.5588,125.3085,125.5087,125.5143,NA,NA,NA,NA,126.0251,0.0055,NA,NA,0,NA,0
cp,4,1,M,S,2,18,20,3,3,4,2,4,3,23,5,3,613.79,488.17,662.77,478.59,48.9877,-9.5829,49.9162,1.297,166.52,204.2708,21.27,130.3069,130.9734,131.1733,131.1836,131.6898,131.935,132.7728,132.9889,133.8559,0.01,0.245,0.216,0,NA,2
cp,4,1,M,S,2,19,21,1,3,0,0,1,0,0,5,5,625.7,535.83,629.33,557.13,3.6268,21.2978,21.6044,0.9778,191.4821,205.3096,21.27,138.5042,139.204,139.4041,139.4098,NA,NA,NA,NA,139.9206,0.0056,NA,NA,0,NA,0
cp,4,1,M,S,2,20,22,2,2,1,0,3,2,1,5,4,647.15,476.25,661.37,529.16,14.2218,52.9108,54.7888,1.1876,147.3362,191.6732,21.27,144.2358,144.9522,145.152,145.1583,145.6522,145.8863,NA,NA,146.7517,0.0062,0.2339,NA,0,NA,1
cp,4,1,M,S,2,21,23,3,4,3,4,5,2,12,5,5,618.55,523.92,630.47,554.49,11.9168,30.5766,32.8167,1.1177,172.7604,145.8113,21.27,151.2833,151.9833,152.1831,152.1891,152.6829,152.939,153.7827,154.022,154.8823,0.0058,0.2559,0.2392,0,NA,2 return
cp,4,1,M,S,2,22,24,1,2,0,0,1,0,0,5,5,656.68,514.38,640.28,540.91,-16.4045,26.5309,31.1929,1.271,175.0322,145.6227,21.27,159.3475,160.2471,160.447,160.4527,NA,NA,NA,NA,160.9635,0.0055,NA,NA,0,NA,0
cp,4,1,M,S,2,23,25,2,3,1,0,2,1,3,5,2,651.92,490.55,644.36,475.62,-7.5523,-14.927,16.7288,1.0525,159.4164,144.663,21.27,165.579,166.2617,166.4617,166.4681,166.9618,167.1536,NA,NA,168.0113,0.0062,0.1917,NA,0,NA,1
cp,4,1,M,S,2,24,26,2,2,4,0,2,1,4,5,8,635.23,504.85,645.6,558.03,10.3678,53.1806,54.1818,1.2023,172.8354,131.0479,21.27,172.4097,173.1764,173.3762,173.382,173.8761,174.1265,NA,NA,174.9925,0.0056,0.2502,NA,0,NA,1
cp,4,1,M,S,2,25,27,2,3,4,0,3,2,2,5,6,611.4,521.53,598.02,517.52,-13.3792,-4.0129,13.968,1.5713,179.9142,193.1233,21.27,179.5575,180.3406,180.5404,180.5461,181.0402,181.306,NA,NA,182.1732,0.0056,0.2656,NA,0,NA,1
cp,4,1,M,S,2,26,28,3,2,4,3,4,3,41,5,7,675.75,528.68,635.25,561.18,-40.5006,32.4979,51.927,1.315,155.4073,204.9601,21.27,187.1384,187.8713,188.0713,188.0871,188.5878,188.804,189.6542,190.0482,190.9203,0.0156,0.216,0.3938,0,NA,2
cp,4,1,M,S,2,27,29,3,4,2,1,4,3,31,5,1,670.98,528.68,677.42,564,6.4375,35.3143,35.8962,1.0695,198.3618,227.8602,21.27,195.6023,196.3853,196.5853,196.591,197.085,197.3019,198.1513,198.3873,199.2509,0.0056,0.2168,0.2358,0,NA,2
cp,4,1,M,S,2,28,30,3,3,1,3,5,1,34,5,5,604.25,507.23,628.51,498.41,24.2584,-8.8236,25.8133,1.0893,188.4976,163.8778,21.27,203.6996,204.3659,204.5658,204.572,205.0657,205.3032,206.1488,206.335,207.1985,0.006,0.2373,0.1861,0,NA,2 return
cp,4,1,M,S,2,29,31,2,4,2,0,2,1,3,5,2,630.47,547.75,654.83,551.19,24.3645,3.4408,24.6062,1.5514,133.6758,152.0556,21.27,211.6636,212.3299,212.53,212.536,213.0299,213.2494,NA,NA,214.1295,0.0059,0.2194,NA,0,NA,1
cp,4,1,M,S,2,30,32,2,3,4,0,3,2,2,5,6,649.53,516.77,680.98,502.18,31.448,-14.5865,34.6662,1.4472,154.3277,146.8299,21.27,219.0612,219.7608,219.9608,219.9691,220.4606,220.7107,NA,NA,221.5769,0.0081,0.2499,NA,0,NA,1
cp,4,1,M,S,2,31,34,2,4,3,0,3,2,1,5,4,616.17,490.55,615.36,536.47,-0.8056,45.9168,45.9238,1.4151,169.1446,199.1244,21.27,232.5068,233.1564,233.3565,233.3623,233.8562,234.2019,NA,NA,235.0726,0.0057,0.3456,NA,0,NA,1
cp,4,1,M,S,2,32,35,3,3,1,2,4,3,32,5,3,644.77,492.94,680.44,466.93,35.6713,-26.0015,44.142,0.7838,181.5345,224.8858,21.27,239.8877,240.5708,240.7706,240.7794,241.2706,241.6584,242.5036,242.9097,243.7697,0.0085,0.3876,0.406,0,NA,2
cp,4,1,M,S,2,33,36,2,1,2,0,3,2,2,5,6,644.77,504.85,625.23,476.36,-19.5358,-28.4952,34.5488,1.0066,172.8354,182.6745,21.27,247.9517,248.668,248.8681,248.8739,249.368,249.742,NA,NA,250.6008,0.0057,0.3739,NA,0,NA,1
cp,4,1,M,S,2,34,38,3,2,1,2,5,2,12,5,5,675.75,485.79,688.14,496.04,12.39,10.2533,16.0824,0.9885,208.3237,210.956,21.27,260.231,260.9142,261.1141,261.1198,261.6139,261.846,262.6969,262.9387,263.7965,0.0055,0.2319,0.2417,0,NA,2 return
cp,4,1,M,S,2,35,39,3,1,2,1,5,2,21,5,5,647.15,523.92,642.5,530.11,-4.6454,6.1899,7.7392,1.2177,177.9145,179.3143,21.27,268.1949,268.9446,269.1447,269.1506,269.6445,269.862,270.7109,270.9338,271.7938,0.0057,0.2173,0.2227,0,NA,2 return
cp,4,1,M,S,2,36,40,3,1,3,4,4,3,42,5,9,618.55,514.38,579.32,496.14,-39.2317,-18.2425,43.2656,1.0618,178.6789,220.8092,21.27,276.4255,277.1254,277.3254,277.3311,277.8253,278.0621,278.9082,279.2435,280.1078,0.0056,0.2366,0.3352,0,NA,2
cp,4,1,M,S,2,37,42,2,4,2,0,2,1,3,5,2,661.45,478.64,694.79,517.54,33.3449,38.9066,51.2407,1.0673,203.3339,203.7436,21.27,290.5544,291.2541,291.4539,291.4597,291.9538,292.1926,NA,NA,293.0536,0.0056,0.2386,NA,0,NA,1
cp,4,1,M,S,2,38,44,3,1,3,1,5,1,43,5,5,625.7,547.75,641.42,527.56,15.7167,-20.1881,25.5846,0.9108,183.0213,176.689,21.27,301.6341,302.3339,302.5336,302.5392,303.0334,303.3286,304.1832,304.3882,305.2495,0.0055,0.295,0.2048,0,NA,2 return
cp,4,1,M,S,2,39,45,2,2,4,0,2,1,4,5,8,659.06,497.7,652.17,521.66,-6.893,23.9588,24.9307,1.7058,162.7503,148.9746,21.27,309.5648,310.2313,310.4312,310.4372,310.931,311.144,NA,NA,312.0139,0.0059,0.2129,NA,0,NA,1
cp,4,1,M,S,2,40,46,3,4,3,1,4,3,13,5,1,668.6,528.68,685.02,576.77,16.4183,48.0916,50.817,1.4909,196.5994,242.4371,21.27,317.1454,317.8787,318.0785,318.086,318.5783,318.8493,319.6948,320.0695,320.9277,0.0073,0.2708,0.3746,0,NA,2
cp,4,1,M,S,3,1,1,2,2,1,0,3,2,1,5,4,609.02,509.62,596.11,562.71,-12.9062,53.0901,54.6364,1.1378,142.2545,181.9639,21.27,2.0493,2.8324,3.0323,3.0381,3.5321,3.8494,NA,NA,4.7151,0.0056,0.3171,NA,0,NA,1
cp,4,1,M,S,3,2,3,3,1,2,1,5,2,21,5,5,637.62,512,625.35,518.07,-12.2653,6.0742,13.687,0.6993,162.7252,159.0153,21.27,11.746,12.2458,12.446,12.4517,12.9458,13.2208,14.0621,14.2903,15.1616,0.0056,0.2749,0.228,0,NA,2 return
cp,4,1,M,S,3,3,4,3,3,4,2,4,3,23,5,3,642.38,526.3,690.22,482.42,47.8395,-43.8807,64.9164,0.9537,156.4214,221.3138,21.27,19.1437,19.8435,20.0434,20.0492,20.5432,20.886,21.7261,21.9721,22.8425,0.0056,0.3427,0.2458,0,NA,2
cp,4,1,M,S,3,4,5,2,2,1,0,3,2,1,5,4,613.79,500.08,616.37,533.9,2.5854,33.814,33.9127,1.3861,137.8111,166.3232,21.27,27.0911,27.774,27.9741,27.9798,28.4739,28.8014,NA,NA,29.6735,0.0055,0.3273,NA,0,NA,1
cp,4,1,M,S,3,5,6,1,4,0,0,1,0,0,5,5,651.92,542.98,683.68,569.42,31.7602,26.4375,41.3237,1.4431,134.7456,93.4242,21.27,34.3553,35.0383,35.2382,35.244,NA,NA,NA,NA,35.755,0.0056,NA,NA,0,NA,0
cp,4,1,M,S,3,6,7,3,1,3,1,5,1,43,5,5,606.64,483.4,628.92,500.66,22.2855,17.2575,28.1863,0.9457,120.6357,148.5498,21.27,40.4867,41.1531,41.3529,41.3588,41.8529,42.0798,42.919,43.1089,43.9855,0.0057,0.2268,0.1898,0,NA,2 return
cp,4,1,M,S,3,7,8,2,4,3,0,3,2,1,5,4,609.02,507.23,623.75,520.2,14.7305,12.9615,19.6211,1.2399,184.6759,181.7763,21.27,48.2175,49.0838,49.2836,49.2894,49.7837,50.0295,NA,NA,50.8999,0.0056,0.2456,NA,0,NA,1
cp,4,1,M,S,3,8,9,1,4,0,0,1,0,0,5,5,613.79,547.75,623.45,549.29,9.6596,1.5423,9.7819,1.171,163.6356,154.5047,21.27,55.4318,56.2147,56.4147,56.4205,NA,NA,NA,NA,56.9313,0.0056,NA,NA,0,NA,0
cp,4,1,M,S,3,9,10,3,1,2,4,4,3,24,5,9,659.06,500.08,583.18,463.06,-75.8852,-37.0219,84.4345,1.296,160.845,239.2486,21.27,61.4129,62.1462,62.3461,62.3518,62.8459,63.0859,63.929,64.1521,65.0119,0.0055,0.2398,0.223,0,NA,2
cp,4,1,M,S,3,10,11,3,1,3,4,4,3,42,5,9,649.53,497.7,624.45,465.59,-25.0871,-32.1076,40.7463,0.8507,168.616,209.3543,21.27,69.6103,70.2769,70.4769,70.4828,70.9767,71.2238,72.0763,72.3853,73.2594,0.0058,0.247,0.3089,0,NA,2
cp,4,1,M,S,3,11,12,1,2,0,0,1,0,0,5,5,675.75,519.15,687.71,536.45,11.9603,17.296,21.0285,0.9634,187.0981,187.9089,21.27,77.4245,78.141,78.3407,78.3466,NA,NA,NA,NA,78.874,0.0057,NA,NA,0,NA,0
cp,4,1,M,S,3,12,13,2,4,2,0,2,1,3,5,2,637.62,478.64,648.88,487.97,11.2581,9.3363,14.6257,1.1515,188.015,187.9727,21.27,83.156,84.0055,84.2055,84.2111,84.7054,84.9213,NA,NA,85.7885,0.0055,0.2158,NA,0,NA,1
cp,4,1,M,S,3,13,14,3,4,2,1,4,3,31,5,1,659.06,476.25,692.48,566.03,33.4195,89.778,95.7964,0.8084,157.4506,239.722,21.27,90.2704,90.9701,91.1698,91.1756,91.6697,91.8734,92.7193,92.9886,93.8523,0.0056,0.2034,0.2691,0,NA,2
cp,4,1,M,S,3,14,15,2,3,4,0,3,2,2,5,6,649.53,531.06,679.63,522.3,30.1004,-8.768,31.3514,1.4047,144.3377,130.7519,21.27,97.9843,98.684,98.8842,98.89,99.3841,99.7532,NA,NA,100.6169,0.0056,0.369,NA,0,NA,1
cp,4,1,M,S,3,15,16,3,3,1,2,4,3,32,5,3,666.21,516.77,691.18,495.3,24.9654,-21.4615,32.9222,1.2097,180.899,213.7916,21.27,105.3485,106.0484,106.2484,106.2543,106.7482,106.9538,107.7977,108.0298,108.914,0.0058,0.2055,0.232,0,NA,2
cp,4,1,M,S,3,16,17,2,1,2,0,3,2,2,5,6,623.32,538.21,600.71,509.06,-22.6112,-29.1518,36.893,1.1478,134.2388,141.8726,21.27,113.4627,114.1456,114.3457,114.3518,114.8458,115.1025,NA,NA,115.9785,0.006,0.2566,NA,0,NA,1
cp,4,1,M,S,3,17,18,2,3,4,0,3,2,2,5,6,635.23,483.4,634.88,510.07,-0.351,26.6716,26.6739,1.5211,188.747,169.3968,21.27,120.4769,121.1434,121.3432,121.3519,121.8431,122.2179,NA,NA,123.0762,0.0085,0.3747,NA,0,NA,1
cp,4,1,M,S,3,18,19,2,1,3,0,2,1,4,5,8,670.98,481.02,641.74,457.7,-29.2383,-23.3203,37.3994,1.0811,120.5886,130.1905,21.27,127.9412,128.6077,128.8076,128.8136,129.3073,129.5113,NA,NA,130.374,0.0058,0.2038,NA,0,NA,1
cp,4,1,M,S,3,19,20,1,2,0,0,1,0,0,5,5,611.4,504.85,593.42,507.21,-17.9847,2.3642,18.1394,1.5165,151.361,139.6529,21.27,134.8056,135.5719,135.7721,135.7778,NA,NA,NA,NA,136.2883,0.0056,NA,NA,0,NA,0
cp,4,1,M,S,3,20,21,3,2,1,2,5,2,12,5,5,640,535.83,606.45,535.2,-33.5547,-0.628,33.5606,0.8184,148.5096,124.4832,21.27,141.1534,142.12,142.32,142.3256,142.8198,143.0639,143.9026,144.1182,144.9856,0.0055,0.244,0.2154,0,NA,2 return
cp,4,1,M,S,3,21,22,1,3,0,0,1,0,0,5,5,642.38,478.64,653.46,493.59,11.0778,14.9574,18.6129,1.4528,140.839,141.9112,21.27,149.1507,149.8505,150.0505,150.0562,NA,NA,NA,NA,150.5669,0.0056,NA,NA,0,NA,0
cp,4,1,M,S,3,22,25,3,2,4,3,4,3,41,5,7,606.64,545.36,579.4,562.4,-27.2341,17.0387,32.1249,0.9532,211.5849,242.9974,21.27,164.5627,165.2623,165.4622,165.4681,165.962,166.1592,167.0117,167.3171,168.178,0.0057,0.197,0.3053,0,NA,2
cp,4,1,M,S,3,23,26,2,4,2,0,2,1,3,5,2,623.32,502.47,600.83,525.3,-22.4862,22.8293,32.0438,1.039,160.4208,128.611,21.27,172.4933,173.1595,173.3595,173.3659,173.8595,174.0564,NA,NA,174.9257,0.0061,0.1968,NA,0,NA,1
cp,4,1,M,S,3,24,27,2,2,4,0,2,1,4,5,8,644.77,547.75,618.59,538.75,-26.1803,-8.9967,27.683,1.0233,137.5108,164.1993,21.27,179.3242,180.0072,180.2072,180.2133,180.7071,180.898,NA,NA,181.7567,0.0059,0.1908,NA,0,NA,1
cp,4,1,M,S,3,25,29,2,1,3,0,2,1,4,5,8,644.77,504.85,629.15,479.13,-15.6178,-25.721800000000002,30.0919,1.2328,155.9851,152.0087,21.27,188.7378,189.4711,189.6708,189.6788,190.1708,190.3756,NA,NA,191.237,0.0078,0.2048,NA,0,NA,1
